 21-11-19,12:52:15,0.0
 21-11-19,12:53:15,100000.0
 21-11-19,12:54:15,200000.0
 21-11-19,12:55:15,300000.0
 21-11-19,12:56:15,400000.0
 21-11-19,12:57:15,500000.0
 21-11-19,12:58:15,600000.0
 21-11-19,12:59:15,700000.0
 21-11-19,13:00:15,800000.0
 21-11-19,13:01:15,900000.0
 21-11-19,13:07:15,0.0
 21-11-19,13:08:15,10000.0
 21-11-19,13:09:15,20000.0
 21-11-19,13:10:15,30000.0
 21-11-19,13:11:15,40000.0
 21-11-19,13:12:15,50000.0
 21-11-19,13:13:15,60000.0
 21-11-19,13:14:15,70000.0
 21-11-19,13:15:15,80000.0
 21-11-19,13:16:15,90000.0
 21-11-19,13:17:15,100000.0
 21-11-19,13:18:15,110000.0
 21-11-19,13:19:15,120000.0
 21-11-19,13:20:15,130000.0
 21-11-19,13:21:15,140000.0
